10,148,97,35
27,148,97,35
43,148,97,35
59,148,97,35
75,148,97,35
91,148,97,36
107,148,97,36
123,148,97,37
139,148,97,38
155,148,97,39
171,148,97,40
188,148,97,40
204,148,97,41
220,148,97,42
236,148,97,42
252,148,97,42
268,148,97,42
284,148,97,42
300,148,97,42
316,148,97,42
333,148,97,41
349,148,97,41
365,148,97,41
381,148,97,41
397,148,97,41
413,148,97,41
429,148,97,41
445,148,97,40
461,148,97,40
477,148,97,40
494,148,97,40
510,148,97,40
526,148,97,40
542,148,97,40
558,148,97,41
574,148,97,42
590,148,97,43
606,148,97,44
622,148,97,45
639,148,97,45
655,148,97,46
671,148,97,46
687,148,97,46
703,148,97,45
719,148,97,45
735,148,97,45
751,148,97,45
767,148,97,44
783,148,97,49
800,148,97,48
816,148,97,47
832,148,97,46
848,148,97,45
864,148,97,44
880,148,97,43
896,148,97,42
912,148,97,42
928,148,97,41
944,148,97,40
961,148,97,40
977,148,97,41
993,148,97,42
1009,148,97,44
1025,148,97,46
1041,148,97,48
1057,148,97,49
1073,148,97,50
1089,148,97,50
1106,148,97,49
1122,148,97,49
1138,148,97,57
1154,148,97,55
1170,148,97,53
1186,148,97,51
1202,148,97,48
1218,148,97,46
1234,148,97,45
1250,148,97,43
1267,148,97,42
1283,148,97,40
1299,148,97,40
1315,148,97,39
1331,148,97,38
1347,148,97,37
1363,148,97,37
1379,148,97,38
1395,148,97,40
1411,148,97,43
1428,148,97,47
1444,148,97,51
1460,148,97,56
1476,148,97,58
1492,148,97,60
1508,148,97,61
1524,148,97,61
1540,148,97,61
1556,148,97,61
1572,148,97,61
1589,148,97,61
1605,148,97,61
1621,148,97,60
1637,148,97,60
1653,148,97,59
1669,148,97,57
1685,148,97,56
1701,148,97,54
1717,148,97,52
1734,148,97,51
1750,148,97,49
1766,148,97,48
1782,148,97,47
1798,148,97,48
1814,148,97,48
1830,148,97,50
1846,148,97,53
1862,148,97,56
1878,148,97,60
1895,148,97,63
1911,148,97,64
1927,148,97,65
1943,148,97,63
1959,148,97,82
1975,148,97,76
1991,148,97,69
2007,148,97,61
2023,148,97,54
2039,148,97,47
2056,148,97,41
2072,148,97,37
2088,148,97,33
2104,148,97,30
2120,148,97,27
2136,148,97,26
2152,148,97,27
2168,148,97,27
2184,148,97,27
2200,148,97,27
2217,148,97,27
2233,148,97,28
2249,148,97,31
2265,148,97,31
2281,148,97,34
2297,148,97,39
2313,148,97,43
2329,148,97,49
2345,148,97,54
2361,148,97,57
2378,148,97,58
2394,148,97,57
2410,148,97,55
2426,148,97,52
2442,148,97,49
2458,148,97,45
2474,148,97,42
2490,148,97,40
2506,148,97,37
2522,148,97,34
2538,148,97,32
2555,148,97,30
2571,148,97,28
2587,148,97,26
2603,148,97,26
2619,148,97,25
2635,148,97,26
2651,148,97,27
2667,148,97,31
2683,148,97,38
2699,148,97,38
2715,148,97,46
2731,148,97,58
2748,148,97,70
2764,148,97,83
2780,148,97,93
2796,148,97,102
2812,148,97,109
2828,148,97,112
2844,148,97,115
2860,148,97,115
2876,148,97,115
2892,148,97,115
2908,148,97,115
2925,148,97,115
2941,148,97,114
2957,148,97,113
2973,148,97,113
2989,148,97,112
3005,148,97,110
3021,148,97,107
3037,148,97,104
3053,148,97,100
3069,148,97,68
3085,148,97,66
3102,148,97,66
3118,148,97,70
3134,148,97,85
3150,148,97,85
3166,148,97,106
3182,148,97,127
3198,148,97,127
3214,148,97,127
3230,148,97,127
3247,148,97,127
3263,148,97,127
3279,148,97,123
3295,148,97,106
3311,148,97,91
3327,148,97,79
3343,148,97,69
3359,148,97,61
3375,148,97,53
3391,148,97,47
3408,148,97,42
3424,148,97,39
3440,148,97,36
3456,148,97,33
3472,148,97,31
3488,148,97,28
3504,148,97,26
3520,148,97,25
3536,148,97,27
3553,148,97,36
3569,148,97,55
3585,148,97,78
3601,148,97,78
3617,148,97,101
3633,148,97,120
3649,148,97,127
3665,148,97,127
3681,148,97,127
3697,148,97,76
3714,148,97,68
3730,148,97,61
3746,148,97,54
3762,148,97,48
3778,148,97,44
3794,148,97,40
3810,148,97,38
3826,148,97,36
3842,148,97,34
3858,148,97,32
3874,148,97,31
3891,148,97,29
3907,148,97,28
3923,148,97,27
3939,148,97,27
3955,148,97,26
3971,148,97,27
3987,148,97,30
4003,148,97,39
4019,148,97,49
4035,148,97,49
4052,148,97,59
4068,148,97,67
4084,148,97,74
4100,148,97,75
4116,148,97,71
4132,148,97,63
4148,148,97,56
4164,148,97,50
4180,148,97,44
4196,148,97,40
4213,148,97,38
4229,148,97,35
4245,148,97,33
4261,148,97,31
4277,148,97,30
4293,148,97,29
4309,148,97,28
4325,148,97,28
4341,148,97,28
4357,148,97,27
4374,148,97,27
4390,148,97,27
4406,148,97,28
4422,148,97,29
4438,148,97,34
4454,148,97,41
4470,148,97,50
4486,148,97,50
4502,148,97,58
4518,148,97,63
4534,148,97,65
4550,148,98,63
4567,148,98,57
4583,148,98,49
4599,148,98,42
4615,148,98,37
4631,148,98,32
4647,148,98,28
4663,148,98,25
4679,148,98,21
4695,148,98,19
4711,148,98,16
4728,148,98,14
4744,148,98,13
4760,148,98,12
4776,148,98,11
4792,148,98,11
4808,148,98,10
4824,148,98,11
4840,148,98,11
4856,148,98,12
4872,148,98,13
4888,148,98,15
4904,148,98,18
4921,148,98,18
4937,148,98,21
4953,148,98,23
4969,148,98,26
4985,148,98,28
5001,148,98,29
5017,148,98,30
5033,148,98,30
5049,148,98,30
5065,148,98,30
5082,148,98,30
5098,148,98,30
5114,148,98,29
5130,148,98,29
5146,148,98,29
5162,148,98,29
5178,148,98,29
5194,148,98,30
5210,148,98,30
5226,148,98,30
5243,148,98,31
5259,148,98,31
5275,148,98,31
5291,148,98,32
5307,148,98,34
5323,148,98,36
5339,148,98,41
5355,148,98,48
5371,148,98,48
5387,148,98,55
5404,148,98,62
5420,148,98,66
5436,148,98,68
5452,148,98,67
5468,148,98,64
5484,148,98,60
5500,148,98,56
5516,148,98,53
5532,148,98,51
5548,148,98,49
5564,148,98,48
5581,148,98,47
5597,148,98,46
5613,148,98,45
5629,148,98,44
5645,148,98,44
5661,148,98,43
5677,148,98,42
5693,148,98,42
5709,148,98,41
5725,148,98,42
5742,148,98,47
5758,148,98,59
5774,148,98,73
5790,148,98,87
5806,148,98,101
5822,148,98,101
5838,148,98,114
5854,148,98,120
5870,148,98,117
5886,148,98,75
5903,148,98,70
5919,148,98,64
5935,148,98,58
5951,148,98,53
5967,148,98,48
5983,148,98,45
5999,148,98,42
6015,148,98,40
6031,148,98,38
6047,148,98,37
6064,148,98,36
6080,148,98,35
6096,148,98,34
6112,148,98,34
6128,148,98,33
6144,148,98,33
6160,148,98,33
6176,148,98,35
6192,148,98,40
6208,148,98,47
6225,148,98,55
6241,148,98,63
6257,148,98,71
6273,148,98,71
6289,148,98,75
6305,148,98,74
6321,147,98,71
6337,147,98,66
6353,147,98,60
6369,147,98,54
6386,147,98,48
6402,147,98,43
6418,147,98,40
6434,147,98,37
6450,147,98,35
6466,147,98,33
6482,147,98,32
6498,147,98,30
6514,147,98,30
6530,147,98,29
6547,147,98,28
6563,147,98,28
6579,147,98,27
6595,147,98,27
6611,147,98,27
6627,147,98,29
6643,147,98,34
6659,147,98,40
6675,147,98,47
6691,147,98,54
6707,147,98,54
6723,147,98,59
6740,147,98,62
6756,145,98,61
6772,145,98,57
6788,145,98,52
6804,145,98,47
6820,145,98,42
6836,145,98,39
6852,145,98,35
6868,145,98,33
6884,145,98,31
6900,145,98,29
6917,145,98,28
6933,145,98,27
6949,145,98,26
6965,145,98,26
6981,145,98,25
6997,145,98,25
7013,145,98,25
7029,145,98,25
7045,145,98,25
7061,145,98,25
7078,145,98,25
7094,145,98,27
7110,145,98,30
7126,145,98,35
7142,145,98,40
7158,145,98,40
7174,145,98,43
7190,145,98,47
7206,145,98,49
7222,145,98,47
7239,145,98,49
7255,145,98,43
7271,145,98,38
7287,145,98,33
7303,145,98,29
7319,145,98,26
7335,145,98,23
7351,145,98,22
7367,145,98,20
7383,145,98,19
7400,145,98,19
7416,145,98,19
7432,145,98,19
7448,145,98,19
7464,145,98,19
7480,145,98,19
7496,145,98,19
7512,145,98,19
7528,145,98,20
7545,145,98,23
7561,145,98,31
7577,145,98,43
7593,145,98,56
7609,145,98,56
7625,145,98,68
7641,145,98,79
7657,145,98,87
7673,145,98,88
7689,145,98,84
7706,145,98,77
7722,145,98,69
7738,145,98,62
7754,145,98,55
7770,145,98,49
7786,145,98,44
7802,145,98,41
7818,145,98,38
7834,145,98,36
7850,145,98,34
7867,145,98,33
7883,145,98,32
7899,145,98,31
7915,145,98,31
7931,145,98,30
7947,145,98,30
7963,145,98,29
7979,145,98,31
7995,145,98,39
8011,145,98,53
8028,145,98,73
8044,145,98,73
8060,145,98,94
8076,145,98,116
8092,145,98,127
8108,145,98,127
8124,145,98,127
8140,145,98,127
8156,145,98,127
8172,145,98,82
8188,145,98,75
8204,145,98,68
8221,145,98,60
8237,145,98,53
8253,145,98,47
8269,145,98,42
8285,145,98,39
8301,145,98,36
8317,145,98,33
8333,145,98,31
8349,145,98,29
8365,145,98,28
8381,145,98,26
8397,145,98,25
8414,145,98,25
8430,145,98,25
8446,145,98,28
8462,145,98,36
8478,145,98,44
8494,145,98,44
8510,145,98,55
8526,145,98,66
8542,145,98,77
8558,145,98,83
8574,145,98,86
8591,145,98,84
8607,143,98,80
8623,143,98,75
8639,143,98,68
8655,143,98,61
8671,143,98,54
8687,143,98,47
8703,143,98,41
8719,143,98,37
8735,143,98,33
8751,143,98,30
8767,143,98,27
8784,143,98,25
8800,143,98,24
8816,143,98,23
8832,143,98,22
8848,143,98,22
8864,143,98,21
8880,143,98,21
8896,143,98,21
8912,143,98,24
8928,143,98,24
8945,143,98,31
8961,143,98,40
8977,143,98,50
8993,143,98,61
9009,143,98,72
9025,143,98,80
9041,143,98,82
9057,140,98,80
9073,140,98,76
9089,140,98,69
9106,140,98,62
9122,140,98,55
9138,140,98,47
9154,140,98,41
9170,140,98,36
9186,140,98,32
9202,140,98,28
9218,140,98,26
9234,140,98,24
9250,140,98,22
9267,140,98,21
9283,140,98,20
9299,140,98,19
9315,140,98,19
9331,140,98,18
9347,140,98,18
9363,140,98,18
9379,140,98,18
9395,140,98,18
9412,140,98,18
9428,140,98,19
9444,140,98,24
9460,140,98,31
9476,140,98,39
9492,140,98,45
9508,140,98,52
9524,140,98,56
9540,140,98,57
9556,140,98,54
9572,140,98,49
9589,140,98,45
9605,140,98,40
9621,140,98,37
9637,140,98,34
9653,140,98,31
9669,140,98,29
9685,140,98,28
9701,140,98,26
9717,140,98,25
9733,140,98,24
9749,140,98,24
9766,140,98,23
9782,140,98,23
9798,140,98,22
9814,140,98,22
9830,140,98,22
9846,140,98,22
9862,140,98,22
9878,140,98,22
9894,140,98,22
9910,140,98,23
9927,140,98,24
9943,140,98,28
9959,140,98,35
9975,140,98,41
9991,140,98,48
10007,140,98,54
10023,140,98,58
10039,140,98,58
10055,140,98,56
10071,140,98,52
10088,140,98,48
10104,140,98,44
10120,140,98,41
10136,140,98,39
10152,140,98,38
10168,140,98,36
10184,140,98,35
10200,140,98,34
10216,140,98,33
10232,140,98,33
10249,140,98,32
10265,140,98,32
10281,140,98,32
10297,140,98,32
10313,140,98,31
10329,140,98,31
10345,140,98,31
10361,140,98,31
10377,140,98,31
10393,140,98,32
10410,140,98,37
10426,140,98,44
10442,140,98,53
10458,140,98,64
10474,140,98,74
10490,140,98,83
10506,140,98,86
10522,140,98,85
10538,140,98,82
10554,140,98,76
10571,140,98,69
